"","X.1","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"1",35,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1","GO:0000398","mRNA splicing, via spliceosome",34,8,2.29,0.00068,"Biological Processes",0.235294117647059
"2",35,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1","GO:0044237","cellular metabolic process",556,42,37.43,0.001,"Biological Processes",0.0755395683453237
"3",35,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1","GO:0044703","multi-organism reproductive process",101,13,6.8,0.00247,"Biological Processes",0.128712871287129
"4",35,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1","GO:2000253","positive regulation of feeding behavior",3,2,0.2,0.00865,"Biological Processes",0.666666666666667
"5",35,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1","GO:2000826","regulation of heart morphogenesis",4,2,0.27,0.01668,"Biological Processes",0.5
"6",80,"Montipora_capitata_HIv3___Scaffold_14_1007949","Montipora_capitata_HIv3___TS.g4347.t1",0.756700201689465,0.0297548565252527,0.157388472821176,151,-26.08,"2 12","553 575",10,"90.00%","100.00%","V561","V561","lightyellow",0.0358467360158135,-0.689228129861543,0.0312726245467005,0.459364894273516,0.0700989163137647,0.231824908678671,0.198181931694213,-0.337361881661136,0.845569598297297,1.28648055887895e-05,0.865082734207635,0.0081732352654211,0.703030941240208,0.201707730813629,0.276898775698335,0.058991056139376,"MZT1","GO:0044237","cellular metabolic process",556,42,37.43,0.001,"Biological Processes",0.0755395683453237
"7",80,"Montipora_capitata_HIv3___Scaffold_14_1007949","Montipora_capitata_HIv3___TS.g4347.t1",0.756700201689465,0.0297548565252527,0.157388472821176,151,-26.08,"2 12","553 575",10,"90.00%","100.00%","V561","V561","lightyellow",0.0358467360158135,-0.689228129861543,0.0312726245467005,0.459364894273516,0.0700989163137647,0.231824908678671,0.198181931694213,-0.337361881661136,0.845569598297297,1.28648055887895e-05,0.865082734207635,0.0081732352654211,0.703030941240208,0.201707730813629,0.276898775698335,0.058991056139376,"MZT1","GO:0044703","multi-organism reproductive process",101,13,6.8,0.00247,"Biological Processes",0.128712871287129
"8",100,"Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g19162.t1",0.807974763063492,0.0152502278449857,0.117876975876972,158,-20.75,"2 22","908 928",20,"70.00%","80.00%","V742","V742","red",-0.557648457667295,-0.360090686042357,-0.443056385792124,0.39784591727363,0.391818326495059,0.234417374001393,0.213736355141461,0.122977556590234,0.000913432211320073,0.0429269851363253,0.0110984435955308,0.0241323478279611,0.0265683530342845,0.196569044616379,0.2401526318527,0.502513154606371,"MZT1","GO:0006357","regulation of transcription by RNA polymerase II",109,10,7.34,0.02514,"Biological Processes",0.0917431192660551
"9",216,"Montipora_capitata_HIv3___Scaffold_8_547143","Montipora_capitata_HIv3___RNAseq.g23955.t1",0.747289774825328,0.0330862112270092,0.165105484452776,152,-20.02,"2 20","401 419",18,"72.22%","77.78%","V1860","V1860","red",-0.636152967722156,-0.551469645367871,0.116398534460742,0.42946403954939,0.289916242807118,0.130883970875435,0.121740144046983,0.0992196813503588,9.10274095228744e-05,0.00106961920322128,0.525810193050759,0.0141684031635038,0.107496418686565,0.475217959521421,0.506855039040804,0.589006167775097,"MZT1","GO:0002227","innate immune response in mucosa",4,4,0.27,8.3e-06,"Biological Processes",1
"10",216,"Montipora_capitata_HIv3___Scaffold_8_547143","Montipora_capitata_HIv3___RNAseq.g23955.t1",0.747289774825328,0.0330862112270092,0.165105484452776,152,-20.02,"2 20","401 419",18,"72.22%","77.78%","V1860","V1860","red",-0.636152967722156,-0.551469645367871,0.116398534460742,0.42946403954939,0.289916242807118,0.130883970875435,0.121740144046983,0.0992196813503588,9.10274095228744e-05,0.00106961920322128,0.525810193050759,0.0141684031635038,0.107496418686565,0.475217959521421,0.506855039040804,0.589006167775097,"MZT1","GO:0006334","nucleosome assembly",10,6,0.67,3.7e-06,"Biological Processes",0.6
