"","X.1","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"1",94,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g35464.t1",-0.927298207374332,0.000909052210181499,0.045946209765379,164,-24.66,"2 22","150 175",22,"68.18%","81.82%","V679","V679","darkgreen",0.120152931752778,0.399164371838118,0.0360823924580127,-0.541754900031392,-0.204794513006465,-0.108602188904886,0.0467225774028406,0.253029328490994,0.512451572473018,0.0236247785878915,0.844566618691261,0.00136265284618792,0.260856447623768,0.554079122348001,0.799552864029596,0.162335125809335,"MZT2","GO:0006897","endocytosis",51,8,7.09,0.0343,"Biological Processes",0.156862745098039
"2",94,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g35464.t1",-0.927298207374332,0.000909052210181499,0.045946209765379,164,-24.66,"2 22","150 175",22,"68.18%","81.82%","V679","V679","darkgreen",0.120152931752778,0.399164371838118,0.0360823924580127,-0.541754900031392,-0.204794513006465,-0.108602188904886,0.0467225774028406,0.253029328490994,0.512451572473018,0.0236247785878915,0.844566618691261,0.00136265284618792,0.260856447623768,0.554079122348001,0.799552864029596,0.162335125809335,"MZT2","GO:0007010","cytoskeleton organization",70,15,9.74,0.0125,"Biological Processes",0.214285714285714
"3",94,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g35464.t1",-0.927298207374332,0.000909052210181499,0.045946209765379,164,-24.66,"2 22","150 175",22,"68.18%","81.82%","V679","V679","darkgreen",0.120152931752778,0.399164371838118,0.0360823924580127,-0.541754900031392,-0.204794513006465,-0.108602188904886,0.0467225774028406,0.253029328490994,0.512451572473018,0.0236247785878915,0.844566618691261,0.00136265284618792,0.260856447623768,0.554079122348001,0.799552864029596,0.162335125809335,"MZT2","GO:0043407","negative regulation of MAP kinase activity",5,3,0.7,0.0141,"Biological Processes",0.6
"4",94,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g35464.t1",-0.927298207374332,0.000909052210181499,0.045946209765379,164,-24.66,"2 22","150 175",22,"68.18%","81.82%","V679","V679","darkgreen",0.120152931752778,0.399164371838118,0.0360823924580127,-0.541754900031392,-0.204794513006465,-0.108602188904886,0.0467225774028406,0.253029328490994,0.512451572473018,0.0236247785878915,0.844566618691261,0.00136265284618792,0.260856447623768,0.554079122348001,0.799552864029596,0.162335125809335,"MZT2","GO:0065008","regulation of biological quality",225,38,31.29,0.031,"Biological Processes",0.168888888888889
"5",94,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g35464.t1",-0.927298207374332,0.000909052210181499,0.045946209765379,164,-24.66,"2 22","150 175",22,"68.18%","81.82%","V679","V679","darkgreen",0.120152931752778,0.399164371838118,0.0360823924580127,-0.541754900031392,-0.204794513006465,-0.108602188904886,0.0467225774028406,0.253029328490994,0.512451572473018,0.0236247785878915,0.844566618691261,0.00136265284618792,0.260856447623768,0.554079122348001,0.799552864029596,0.162335125809335,"MZT2","GO:2001141","regulation of RNA biosynthetic process",161,32,22.39,0.01,"Biological Processes",0.198757763975155
"6",124,"Montipora_capitata_HIv3___Scaffold_5_303930","Montipora_capitata_HIv3___RNAseq.g18318.t1",-0.71658759847113,0.0454997593057562,0.191366465828866,152,-20.57,"2 13","156 178",11,"81.82%","100.00%","V1000","V1000","black",0.474207371376793,0.395193122825191,0.470762685339128,-0.207903215485494,-0.340189054860671,-0.197178310939532,-0.392671973859221,-0.202220624396194,0.00610769326030791,0.0251807923480258,0.00654228499863212,0.25352992220127,0.0567675448059627,0.279388145503755,0.0262115895276235,0.267026645966006,"MZT2","GO:0007010","cytoskeleton organization",70,15,9.74,0.0125,"Biological Processes",0.214285714285714
"7",124,"Montipora_capitata_HIv3___Scaffold_5_303930","Montipora_capitata_HIv3___RNAseq.g18318.t1",-0.71658759847113,0.0454997593057562,0.191366465828866,152,-20.57,"2 13","156 178",11,"81.82%","100.00%","V1000","V1000","black",0.474207371376793,0.395193122825191,0.470762685339128,-0.207903215485494,-0.340189054860671,-0.197178310939532,-0.392671973859221,-0.202220624396194,0.00610769326030791,0.0251807923480258,0.00654228499863212,0.25352992220127,0.0567675448059627,0.279388145503755,0.0262115895276235,0.267026645966006,"MZT2","GO:0032386","regulation of intracellular transport",19,4,2.64,0.0396,"Biological Processes",0.210526315789474
"8",124,"Montipora_capitata_HIv3___Scaffold_5_303930","Montipora_capitata_HIv3___RNAseq.g18318.t1",-0.71658759847113,0.0454997593057562,0.191366465828866,152,-20.57,"2 13","156 178",11,"81.82%","100.00%","V1000","V1000","black",0.474207371376793,0.395193122825191,0.470762685339128,-0.207903215485494,-0.340189054860671,-0.197178310939532,-0.392671973859221,-0.202220624396194,0.00610769326030791,0.0251807923480258,0.00654228499863212,0.25352992220127,0.0567675448059627,0.279388145503755,0.0262115895276235,0.267026645966006,"MZT2","GO:0060562","epithelial tube morphogenesis",56,11,7.79,0.0084,"Biological Processes",0.196428571428571
"9",124,"Montipora_capitata_HIv3___Scaffold_5_303930","Montipora_capitata_HIv3___RNAseq.g18318.t1",-0.71658759847113,0.0454997593057562,0.191366465828866,152,-20.57,"2 13","156 178",11,"81.82%","100.00%","V1000","V1000","black",0.474207371376793,0.395193122825191,0.470762685339128,-0.207903215485494,-0.340189054860671,-0.197178310939532,-0.392671973859221,-0.202220624396194,0.00610769326030791,0.0251807923480258,0.00654228499863212,0.25352992220127,0.0567675448059627,0.279388145503755,0.0262115895276235,0.267026645966006,"MZT2","GO:0065008","regulation of biological quality",225,38,31.29,0.031,"Biological Processes",0.168888888888889
"10",151,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g47583.t1",-0.726411860779416,0.0412654414822853,0.182899884747959,145,-21.57,"2 17","857 880",16,"75.00%","81.25%","V1226","V1226","black",0.358591598094254,0.628489513205353,0.158522045895732,-0.197165099994983,-0.496497836098345,-0.292134546349613,0.0138111779300851,-0.173616852682482,0.0438647354915809,0.000117206461824604,0.386184904516589,0.279421009752199,0.00384796646507526,0.104711429307403,0.940196516549046,0.341962858567289,"MZT2","GO:0006897","endocytosis",51,8,7.09,0.0343,"Biological Processes",0.156862745098039
