"","X.1","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"1",94,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g35464.t1",-0.927298207374332,0.000909052210181499,0.045946209765379,164,-24.66,"2 22","150 175",22,"68.18%","81.82%","V679","V679","darkgreen",0.120152931752778,0.399164371838118,0.0360823924580127,-0.541754900031392,-0.204794513006465,-0.108602188904886,0.0467225774028406,0.253029328490994,0.512451572473018,0.0236247785878915,0.844566618691261,0.00136265284618792,0.260856447623768,0.554079122348001,0.799552864029596,0.162335125809335,"MZT2","GO:0007010","cytoskeleton organization",70,20,12.52,0.02728,"Biological Processes",0.285714285714286
"2",94,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g35464.t1",-0.927298207374332,0.000909052210181499,0.045946209765379,164,-24.66,"2 22","150 175",22,"68.18%","81.82%","V679","V679","darkgreen",0.120152931752778,0.399164371838118,0.0360823924580127,-0.541754900031392,-0.204794513006465,-0.108602188904886,0.0467225774028406,0.253029328490994,0.512451572473018,0.0236247785878915,0.844566618691261,0.00136265284618792,0.260856447623768,0.554079122348001,0.799552864029596,0.162335125809335,"MZT2","GO:0032501","multicellular organismal process",411,89,73.49,0.0406,"Biological Processes",0.21654501216545
"3",94,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g35464.t1",-0.927298207374332,0.000909052210181499,0.045946209765379,164,-24.66,"2 22","150 175",22,"68.18%","81.82%","V679","V679","darkgreen",0.120152931752778,0.399164371838118,0.0360823924580127,-0.541754900031392,-0.204794513006465,-0.108602188904886,0.0467225774028406,0.253029328490994,0.512451572473018,0.0236247785878915,0.844566618691261,0.00136265284618792,0.260856447623768,0.554079122348001,0.799552864029596,0.162335125809335,"MZT2","GO:0043407","negative regulation of MAP kinase activity",5,3,0.89,0.03138,"Biological Processes",0.6
"4",94,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g35464.t1",-0.927298207374332,0.000909052210181499,0.045946209765379,164,-24.66,"2 22","150 175",22,"68.18%","81.82%","V679","V679","darkgreen",0.120152931752778,0.399164371838118,0.0360823924580127,-0.541754900031392,-0.204794513006465,-0.108602188904886,0.0467225774028406,0.253029328490994,0.512451572473018,0.0236247785878915,0.844566618691261,0.00136265284618792,0.260856447623768,0.554079122348001,0.799552864029596,0.162335125809335,"MZT2","GO:0065008","regulation of biological quality",225,46,40.23,0.01276,"Biological Processes",0.204444444444444
"5",94,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g35464.t1",-0.927298207374332,0.000909052210181499,0.045946209765379,164,-24.66,"2 22","150 175",22,"68.18%","81.82%","V679","V679","darkgreen",0.120152931752778,0.399164371838118,0.0360823924580127,-0.541754900031392,-0.204794513006465,-0.108602188904886,0.0467225774028406,0.253029328490994,0.512451572473018,0.0236247785878915,0.844566618691261,0.00136265284618792,0.260856447623768,0.554079122348001,0.799552864029596,0.162335125809335,"MZT2","GO:2001141","regulation of RNA biosynthetic process",161,38,28.79,0.02457,"Biological Processes",0.236024844720497
"6",124,"Montipora_capitata_HIv3___Scaffold_5_303930","Montipora_capitata_HIv3___RNAseq.g18318.t1",-0.71658759847113,0.0454997593057562,0.191366465828866,152,-20.57,"2 13","156 178",11,"81.82%","100.00%","V1000","V1000","black",0.474207371376793,0.395193122825191,0.470762685339128,-0.207903215485494,-0.340189054860671,-0.197178310939532,-0.392671973859221,-0.202220624396194,0.00610769326030791,0.0251807923480258,0.00654228499863212,0.25352992220127,0.0567675448059627,0.279388145503755,0.0262115895276235,0.267026645966006,"MZT2","GO:0007010","cytoskeleton organization",70,20,12.52,0.02728,"Biological Processes",0.285714285714286
"7",124,"Montipora_capitata_HIv3___Scaffold_5_303930","Montipora_capitata_HIv3___RNAseq.g18318.t1",-0.71658759847113,0.0454997593057562,0.191366465828866,152,-20.57,"2 13","156 178",11,"81.82%","100.00%","V1000","V1000","black",0.474207371376793,0.395193122825191,0.470762685339128,-0.207903215485494,-0.340189054860671,-0.197178310939532,-0.392671973859221,-0.202220624396194,0.00610769326030791,0.0251807923480258,0.00654228499863212,0.25352992220127,0.0567675448059627,0.279388145503755,0.0262115895276235,0.267026645966006,"MZT2","GO:0032501","multicellular organismal process",411,89,73.49,0.0406,"Biological Processes",0.21654501216545
"8",124,"Montipora_capitata_HIv3___Scaffold_5_303930","Montipora_capitata_HIv3___RNAseq.g18318.t1",-0.71658759847113,0.0454997593057562,0.191366465828866,152,-20.57,"2 13","156 178",11,"81.82%","100.00%","V1000","V1000","black",0.474207371376793,0.395193122825191,0.470762685339128,-0.207903215485494,-0.340189054860671,-0.197178310939532,-0.392671973859221,-0.202220624396194,0.00610769326030791,0.0251807923480258,0.00654228499863212,0.25352992220127,0.0567675448059627,0.279388145503755,0.0262115895276235,0.267026645966006,"MZT2","GO:0060562","epithelial tube morphogenesis",56,15,10.01,0.00061,"Biological Processes",0.267857142857143
"9",124,"Montipora_capitata_HIv3___Scaffold_5_303930","Montipora_capitata_HIv3___RNAseq.g18318.t1",-0.71658759847113,0.0454997593057562,0.191366465828866,152,-20.57,"2 13","156 178",11,"81.82%","100.00%","V1000","V1000","black",0.474207371376793,0.395193122825191,0.470762685339128,-0.207903215485494,-0.340189054860671,-0.197178310939532,-0.392671973859221,-0.202220624396194,0.00610769326030791,0.0251807923480258,0.00654228499863212,0.25352992220127,0.0567675448059627,0.279388145503755,0.0262115895276235,0.267026645966006,"MZT2","GO:0065008","regulation of biological quality",225,46,40.23,0.01276,"Biological Processes",0.204444444444444
"10",148,"Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g5735.t1",0.796297808902045,0.0180344932262111,0.126545286325546,163,-20.13,"2 21","884 907",21,"71.43%","80.95%","V1205","V1205","darkorange",0.36725655529741,0.6268006631484,0.0675875918353699,-0.365838549391216,-0.119103496693332,0.0625531813892719,-0.198176647051828,-0.441079298534077,0.0386640857896453,0.00012380953984935,0.7132144550617,0.0394793654183517,0.516168608334997,0.733774333690781,0.276911845979664,0.0115066317177875,"MZT2","GO:0032501","multicellular organismal process",411,89,73.49,0.0406,"Biological Processes",0.21654501216545
"11",148,"Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g5735.t1",0.796297808902045,0.0180344932262111,0.126545286325546,163,-20.13,"2 21","884 907",21,"71.43%","80.95%","V1205","V1205","darkorange",0.36725655529741,0.6268006631484,0.0675875918353699,-0.365838549391216,-0.119103496693332,0.0625531813892719,-0.198176647051828,-0.441079298534077,0.0386640857896453,0.00012380953984935,0.7132144550617,0.0394793654183517,0.516168608334997,0.733774333690781,0.276911845979664,0.0115066317177875,"MZT2","GO:0035520","monoubiquitinated protein deubiquitination",2,2,0.36,0.02547,"Biological Processes",1
"12",148,"Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g5735.t1",0.796297808902045,0.0180344932262111,0.126545286325546,163,-20.13,"2 21","884 907",21,"71.43%","80.95%","V1205","V1205","darkorange",0.36725655529741,0.6268006631484,0.0675875918353699,-0.365838549391216,-0.119103496693332,0.0625531813892719,-0.198176647051828,-0.441079298534077,0.0386640857896453,0.00012380953984935,0.7132144550617,0.0394793654183517,0.516168608334997,0.733774333690781,0.276911845979664,0.0115066317177875,"MZT2","GO:0065008","regulation of biological quality",225,46,40.23,0.01276,"Biological Processes",0.204444444444444
"13",148,"Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g5735.t1",0.796297808902045,0.0180344932262111,0.126545286325546,163,-20.13,"2 21","884 907",21,"71.43%","80.95%","V1205","V1205","darkorange",0.36725655529741,0.6268006631484,0.0675875918353699,-0.365838549391216,-0.119103496693332,0.0625531813892719,-0.198176647051828,-0.441079298534077,0.0386640857896453,0.00012380953984935,0.7132144550617,0.0394793654183517,0.516168608334997,0.733774333690781,0.276911845979664,0.0115066317177875,"MZT2","GO:2001141","regulation of RNA biosynthetic process",161,38,28.79,0.02457,"Biological Processes",0.236024844720497
"14",151,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g47583.t1",-0.726411860779416,0.0412654414822853,0.182899884747959,145,-21.57,"2 17","857 880",16,"75.00%","81.25%","V1226","V1226","black",0.358591598094254,0.628489513205353,0.158522045895732,-0.197165099994983,-0.496497836098345,-0.292134546349613,0.0138111779300851,-0.173616852682482,0.0438647354915809,0.000117206461824604,0.386184904516589,0.279421009752199,0.00384796646507526,0.104711429307403,0.940196516549046,0.341962858567289,"MZT2","GO:0032501","multicellular organismal process",411,89,73.49,0.0406,"Biological Processes",0.21654501216545
"15",151,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g47583.t1",-0.726411860779416,0.0412654414822853,0.182899884747959,145,-21.57,"2 17","857 880",16,"75.00%","81.25%","V1226","V1226","black",0.358591598094254,0.628489513205353,0.158522045895732,-0.197165099994983,-0.496497836098345,-0.292134546349613,0.0138111779300851,-0.173616852682482,0.0438647354915809,0.000117206461824604,0.386184904516589,0.279421009752199,0.00384796646507526,0.104711429307403,0.940196516549046,0.341962858567289,"MZT2","GO:0034249","negative regulation of amide metabolic process",7,4,1.25,0.01488,"Biological Processes",0.571428571428571
"16",151,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g47583.t1",-0.726411860779416,0.0412654414822853,0.182899884747959,145,-21.57,"2 17","857 880",16,"75.00%","81.25%","V1226","V1226","black",0.358591598094254,0.628489513205353,0.158522045895732,-0.197165099994983,-0.496497836098345,-0.292134546349613,0.0138111779300851,-0.173616852682482,0.0438647354915809,0.000117206461824604,0.386184904516589,0.279421009752199,0.00384796646507526,0.104711429307403,0.940196516549046,0.341962858567289,"MZT2","GO:0046777","protein autophosphorylation",16,6,2.86,0.02974,"Biological Processes",0.375
"17",151,"Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g47583.t1",-0.726411860779416,0.0412654414822853,0.182899884747959,145,-21.57,"2 17","857 880",16,"75.00%","81.25%","V1226","V1226","black",0.358591598094254,0.628489513205353,0.158522045895732,-0.197165099994983,-0.496497836098345,-0.292134546349613,0.0138111779300851,-0.173616852682482,0.0438647354915809,0.000117206461824604,0.386184904516589,0.279421009752199,0.00384796646507526,0.104711429307403,0.940196516549046,0.341962858567289,"MZT2","GO:0065008","regulation of biological quality",225,46,40.23,0.01276,"Biological Processes",0.204444444444444
"18",188,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g11172.t1",-0.815767360559363,0.0135524288343602,0.112211595892406,146,-22.8,"2 23","113 142",28,"60.71%","71.43%","V1563","V1563","black",0.310510341394701,0.259078313365798,0.463686094363769,-0.432359675112334,-0.179235921340432,-0.157728094450185,-0.180182342291577,-0.0837687159297394,0.0836885345948218,0.152189523850625,0.00751835671154612,0.0134608717558825,0.326321142986297,0.388598800932564,0.323730748103182,0.648521734039685,"MZT2","GO:0046416","D-amino acid metabolic process",2,2,0.36,0.02547,"Biological Processes",1
"19",226,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g20243.t1",-0.780802196904163,0.0221910402529647,0.138322502578437,158,-23.99,"2 20","390 414",19,"68.42%","84.21%","V1964","V1964","darkorange",0.36251156384123,0.535062100901351,0.346245329703976,-0.520969054979351,-0.224830022538642,-0.0950515971948843,-0.0706692164525447,-0.332299103281136,0.0414466161213588,0.00160331612533115,0.0522271656055814,0.00223416422232133,0.216034062906189,0.604824900716088,0.700725307632202,0.0631436825480614,"MZT2","GO:0065008","regulation of biological quality",225,46,40.23,0.01276,"Biological Processes",0.204444444444444
"20",229,"Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g19090.t1",-0.724051025484957,0.0422601521918418,0.184887201778638,171,-27.44,"2 21","57 80",20,"75.00%","90.00%","V1998","V1998","black",0.77885852194256,0.194950028543064,-0.00574991052970615,-0.0835996680022963,-0.0799345746505325,-0.101337891622128,-0.355902489535851,-0.34728401614511,1.52074922775566e-07,0.284966610169836,0.975084114753272,0.649185726146622,0.663645924864969,0.581037248654312,0.0455879691461575,0.0514782591115531,"MZT2","GO:0010628","positive regulation of gene expression",114,28,20.38,0.00848,"Biological Processes",0.245614035087719
