"","X.1","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"1",35,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1","GO:0000398","mRNA splicing, via spliceosome",34,12,3.23,0.00031,"Biological Processes",0.352941176470588
"2",35,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1","GO:0044237","cellular metabolic process",556,61,52.78,0.00018,"Biological Processes",0.109712230215827
"3",35,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1","GO:0044703","multi-organism reproductive process",101,13,9.59,0.03649,"Biological Processes",0.128712871287129
"4",35,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1","GO:2000253","positive regulation of feeding behavior",3,2,0.28,0.01632,"Biological Processes",0.666666666666667
"5",35,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48664.t1b",0.901758824959898,0.00219917347841273,0.0588537096856208,170,-22.88,"2 23","429 452",21,"66.67%","85.71%","V235","V235","red",-0.428095079364075,-0.573806453691946,-0.170770147413643,0.0967927764131203,0.46823941425307,0.350334221593166,0.178264340867653,0.079040927342655,0.0145135820802099,0.000595634033148523,0.350057877093645,0.59819477190308,0.00687712277193111,0.0493282091859775,0.328993656358958,0.667190058737329,"MZT1","GO:2000826","regulation of heart morphogenesis",4,2,0.38,0.03103,"Biological Processes",0.5
"6",77,"Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2921.t1",-0.792010969830423,0.019130845185517,0.129810617909004,156,-24.51,"2 19","885 905",17,"76.47%","82.35%","V518","V518","red",-0.415933672766948,-0.462997585821141,-0.345283823102694,0.213298229607135,0.3920105760517,0.148630187997784,0.192466346994157,0.277809741040008,0.0179003282315117,0.00761960852777519,0.0529281041192398,0.241140668135233,0.0264876613399809,0.416876504653018,0.291268112569355,0.123685094159176,"MZT1","GO:0001655","urogenital system development",25,6,2.37,0.00872,"Biological Processes",0.24
"7",77,"Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2921.t1",-0.792010969830423,0.019130845185517,0.129810617909004,156,-24.51,"2 19","885 905",17,"76.47%","82.35%","V518","V518","red",-0.415933672766948,-0.462997585821141,-0.345283823102694,0.213298229607135,0.3920105760517,0.148630187997784,0.192466346994157,0.277809741040008,0.0179003282315117,0.00761960852777519,0.0529281041192398,0.241140668135233,0.0264876613399809,0.416876504653018,0.291268112569355,0.123685094159176,"MZT1","GO:0009100","glycoprotein metabolic process",29,4,2.75,0.03094,"Biological Processes",0.137931034482759
"8",77,"Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2921.t1",-0.792010969830423,0.019130845185517,0.129810617909004,156,-24.51,"2 19","885 905",17,"76.47%","82.35%","V518","V518","red",-0.415933672766948,-0.462997585821141,-0.345283823102694,0.213298229607135,0.3920105760517,0.148630187997784,0.192466346994157,0.277809741040008,0.0179003282315117,0.00761960852777519,0.0529281041192398,0.241140668135233,0.0264876613399809,0.416876504653018,0.291268112569355,0.123685094159176,"MZT1","GO:0009750","response to fructose",3,3,0.28,0.00557,"Biological Processes",1
"9",77,"Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2921.t1",-0.792010969830423,0.019130845185517,0.129810617909004,156,-24.51,"2 19","885 905",17,"76.47%","82.35%","V518","V518","red",-0.415933672766948,-0.462997585821141,-0.345283823102694,0.213298229607135,0.3920105760517,0.148630187997784,0.192466346994157,0.277809741040008,0.0179003282315117,0.00761960852777519,0.0529281041192398,0.241140668135233,0.0264876613399809,0.416876504653018,0.291268112569355,0.123685094159176,"MZT1","GO:0010288","response to lead ion",4,2,0.38,0.03103,"Biological Processes",0.5
"10",77,"Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2921.t1",-0.792010969830423,0.019130845185517,0.129810617909004,156,-24.51,"2 19","885 905",17,"76.47%","82.35%","V518","V518","red",-0.415933672766948,-0.462997585821141,-0.345283823102694,0.213298229607135,0.3920105760517,0.148630187997784,0.192466346994157,0.277809741040008,0.0179003282315117,0.00761960852777519,0.0529281041192398,0.241140668135233,0.0264876613399809,0.416876504653018,0.291268112569355,0.123685094159176,"MZT1","GO:0016999","antibiotic metabolic process",12,4,1.14,0.007,"Biological Processes",0.333333333333333
