"","X.1","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"1",148,"Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g5735.t1",0.796297808902045,0.0180344932262111,0.126545286325546,163,-20.13,"2 21","884 907",21,"71.43%","80.95%","V1205","V1205","darkorange",0.36725655529741,0.6268006631484,0.0675875918353699,-0.365838549391216,-0.119103496693332,0.0625531813892719,-0.198176647051828,-0.441079298534077,0.0386640857896453,0.00012380953984935,0.7132144550617,0.0394793654183517,0.516168608334997,0.733774333690781,0.276911845979664,0.0115066317177875,"MZT2","GO:0032501","multicellular organismal process",411,28,19.05,0.0159,"Biological Processes",0.0681265206812652
"2",148,"Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g5735.t1",0.796297808902045,0.0180344932262111,0.126545286325546,163,-20.13,"2 21","884 907",21,"71.43%","80.95%","V1205","V1205","darkorange",0.36725655529741,0.6268006631484,0.0675875918353699,-0.365838549391216,-0.119103496693332,0.0625531813892719,-0.198176647051828,-0.441079298534077,0.0386640857896453,0.00012380953984935,0.7132144550617,0.0394793654183517,0.516168608334997,0.733774333690781,0.276911845979664,0.0115066317177875,"MZT2","GO:0044237","cellular metabolic process",556,30,25.77,0.0318,"Biological Processes",0.0539568345323741
"3",148,"Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g5735.t1",0.796297808902045,0.0180344932262111,0.126545286325546,163,-20.13,"2 21","884 907",21,"71.43%","80.95%","V1205","V1205","darkorange",0.36725655529741,0.6268006631484,0.0675875918353699,-0.365838549391216,-0.119103496693332,0.0625531813892719,-0.198176647051828,-0.441079298534077,0.0386640857896453,0.00012380953984935,0.7132144550617,0.0394793654183517,0.516168608334997,0.733774333690781,0.276911845979664,0.0115066317177875,"MZT2","GO:0051661","maintenance of centrosome location",1,1,0.05,0.043,"Biological Processes",1
"4",148,"Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g5735.t1",0.796297808902045,0.0180344932262111,0.126545286325546,163,-20.13,"2 21","884 907",21,"71.43%","80.95%","V1205","V1205","darkorange",0.36725655529741,0.6268006631484,0.0675875918353699,-0.365838549391216,-0.119103496693332,0.0625531813892719,-0.198176647051828,-0.441079298534077,0.0386640857896453,0.00012380953984935,0.7132144550617,0.0394793654183517,0.516168608334997,0.733774333690781,0.276911845979664,0.0115066317177875,"MZT2","GO:1904353","regulation of telomere capping",1,1,0.05,0.043,"Biological Processes",1
"5",273,"Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g34572.t1",0.75542108317805,0.0301949604969265,0.158405278489237,169,-24.65,"2 19","849 869",18,"83.33%","88.89%","V2467","V2467","black",0.537893976091865,-0.013758806884136,0.5019531215351,-0.349659297927695,-0.224225881915247,-0.086495243163969,-0.0784403535381263,-0.287267514197792,0.00149730193437982,0.940422886091208,0.0034204218348312,0.0497976848159325,0.217303199214667,0.637849308406612,0.669575857568276,0.110894266340494,"MZT2","GO:0006986","response to unfolded protein",14,3,0.65,0.0414,"Biological Processes",0.214285714285714
"6",273,"Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g34572.t1",0.75542108317805,0.0301949604969265,0.158405278489237,169,-24.65,"2 19","849 869",18,"83.33%","88.89%","V2467","V2467","black",0.537893976091865,-0.013758806884136,0.5019531215351,-0.349659297927695,-0.224225881915247,-0.086495243163969,-0.0784403535381263,-0.287267514197792,0.00149730193437982,0.940422886091208,0.0034204218348312,0.0497976848159325,0.217303199214667,0.637849308406612,0.669575857568276,0.110894266340494,"MZT2","GO:0042691","positive regulation of crystal cell differentiation",1,1,0.05,0.043,"Biological Processes",1
"7",273,"Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g34572.t1",0.75542108317805,0.0301949604969265,0.158405278489237,169,-24.65,"2 19","849 869",18,"83.33%","88.89%","V2467","V2467","black",0.537893976091865,-0.013758806884136,0.5019531215351,-0.349659297927695,-0.224225881915247,-0.086495243163969,-0.0784403535381263,-0.287267514197792,0.00149730193437982,0.940422886091208,0.0034204218348312,0.0497976848159325,0.217303199214667,0.637849308406612,0.669575857568276,0.110894266340494,"MZT2","GO:0051085","chaperone cofactor-dependent protein refolding",1,1,0.05,0.043,"Biological Processes",1
"8",273,"Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g34572.t1",0.75542108317805,0.0301949604969265,0.158405278489237,169,-24.65,"2 19","849 869",18,"83.33%","88.89%","V2467","V2467","black",0.537893976091865,-0.013758806884136,0.5019531215351,-0.349659297927695,-0.224225881915247,-0.086495243163969,-0.0784403535381263,-0.287267514197792,0.00149730193437982,0.940422886091208,0.0034204218348312,0.0497976848159325,0.217303199214667,0.637849308406612,0.669575857568276,0.110894266340494,"MZT2","GO:0090084","negative regulation of inclusion body assembly",1,1,0.05,0.043,"Biological Processes",1
"9",368,"Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g37439.t1",0.891950541691425,0.00290357192748433,0.0640215802607036,148,-23.05,"2 13","663 681",11,"81.82%","90.91%","V3455","V3455","black",0.370831967699006,0.438584997021983,0.449736276067638,-0.24745101012912,-0.397070482738417,-0.284437440819882,-0.262286936043558,-0.0679073710576497,0.0366685432428443,0.012039564350203,0.00980837206793485,0.172112372388467,0.0244350342055826,0.114612981004454,0.146997706298276,0.711914997418449,"MZT2","GO:0000209","protein polyubiquitination",19,4,0.88,0.0071,"Biological Processes",0.210526315789474
"10",368,"Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g37439.t1",0.891950541691425,0.00290357192748433,0.0640215802607036,148,-23.05,"2 13","663 681",11,"81.82%","90.91%","V3455","V3455","black",0.370831967699006,0.438584997021983,0.449736276067638,-0.24745101012912,-0.397070482738417,-0.284437440819882,-0.262286936043558,-0.0679073710576497,0.0366685432428443,0.012039564350203,0.00980837206793485,0.172112372388467,0.0244350342055826,0.114612981004454,0.146997706298276,0.711914997418449,"MZT2","GO:0044237","cellular metabolic process",556,30,25.77,0.0318,"Biological Processes",0.0539568345323741
