"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"2",17.5264370629659,4.76798862438825,1.33588753031115,28.2221313225257,0.000200415120072722,0.000314661889942823,"Montipora_capitata_HIv3___RNAseq.g42173.t1"
"3",12.4791437759724,4.36724557474484,1.53530825776632,20.0569358280679,0.00544800701977717,0.00724304528815694,"Montipora_capitata_HIv3___TS.g35745.t1"
"4",32.3655057555787,1.17171333903434,0.621670645911642,39.9463599083671,1.28889785359481e-06,2.46647949298516e-06,"Montipora_capitata_HIv3___RNAseq.g8204.t1"
"5",48.2346133288969,0.903990229195498,0.340949994334426,47.6406649434805,4.18543838889177e-08,8.94660100778662e-08,"Montipora_capitata_HIv3___RNAseq.g9577.t1"
"6",943.858519451177,-1.72164645303608,0.157588311809475,218.946947736161,1.10385014736035e-43,9.15799594067155e-43,"Montipora_capitata_HIv3___RNAseq.g23056.t1"
"7",26.2669557209681,-2.95642953838772,1.02544985269507,15.6255838337821,0.0287660993824705,0.0347567007135411,"Montipora_capitata_HIv3___RNAseq.g33892.t1"
"8",215.992067083046,-2.58599440691947,0.213477278420293,437.297009535359,2.37094907579792e-90,6.65533171690984e-89,"Montipora_capitata_HIv3___RNAseq.g22956.t1"
"9",3.77642942542426,6.62275469750135,2.14904931862383,19.8939794545464,0.00580329539196867,0.00768943237088636,"Montipora_capitata_HIv3___RNAseq.g5416.t1"
"10",296.767062761122,1.37589278772871,0.333027449151274,108.903680114973,1.55005227968772e-20,6.07612986321285e-20,"Montipora_capitata_HIv3___RNAseq.g11611.t1"
"11",233.505169924506,-0.447696606303273,0.19583549596564,92.3383444504799,4.09186302490069e-17,1.40368240427206e-16,"Montipora_capitata_HIv3___RNAseq.24234_t"
"12",10.3058632257825,7.87895039588783,1.62329507843472,50.1711199353039,1.33694617807654e-08,2.95917660214342e-08,"Montipora_capitata_HIv3___RNAseq.g36441.t1"
"13",541.017795776822,-0.453798301719693,0.141982622321829,39.7599251440666,1.39920952302489e-06,2.670210104295e-06,"Montipora_capitata_HIv3___RNAseq.g7234.t1"
"14",16.5831956018278,5.68106525945904,0.806625957476479,80.2691954653138,1.21392659799949e-14,3.72788567515926e-14,"Montipora_capitata_HIv3___RNAseq.g26541.t1"
