#,"Date Time, GMT-10:00","Temp, °C",Coupler Detached (LGR S/N: 20444042),Coupler Attached (LGR S/N: 20444042),Stopped (LGR S/N: 20444042),End Of File (LGR S/N: 20444042)
1,6/17/23 17:00,25.186,Logged,,,
2,6/17/23 17:10,25.065,,,,
3,6/17/23 17:20,24.919,,,,
4,6/17/23 17:30,24.823,,,,
5,6/17/23 17:40,24.726,,,,
6,6/17/23 17:50,24.895,,,,
7,6/17/23 18:00,24.847,,,,
8,6/17/23 18:10,24.798,,,,
9,6/17/23 18:20,24.726,,,,
10,6/17/23 18:30,24.871,,,,
11,6/17/23 18:40,24.823,,,,
12,6/17/23 18:50,24.75,,,,
13,6/17/23 19:00,24.677,,,,
14,6/17/23 19:10,24.847,,,,
15,6/17/23 19:20,24.75,,,,
16,6/17/23 19:30,24.677,,,,
17,6/17/23 19:40,24.847,,,,
18,6/17/23 19:50,24.774,,,,
19,6/17/23 20:00,24.702,,,,
20,6/17/23 20:10,25.137,,,,
21,6/17/23 20:20,24.944,,,,
22,6/17/23 20:30,24.895,,,,
23,6/17/23 20:40,24.871,,,,
24,6/17/23 20:50,24.847,,,,
25,6/17/23 21:00,24.823,,,,
26,6/17/23 21:10,24.774,,,,
27,6/17/23 21:20,25.21,,,,
28,6/17/23 21:30,25.016,,,,
29,6/17/23 21:40,24.919,,,,
30,6/17/23 21:50,24.847,,,,
31,6/17/23 22:00,24.726,,,,
32,6/17/23 22:10,24.702,,,,
33,6/17/23 22:20,25.113,,,,
34,6/17/23 22:30,24.919,,,,
35,6/17/23 22:40,24.847,,,,
36,6/17/23 22:50,24.774,,,,
37,6/17/23 23:00,24.702,,,,
38,6/17/23 23:10,24.798,,,,
39,6/17/23 23:20,24.992,,,,
40,6/17/23 23:30,24.412,,,,
41,6/17/23 23:40,24.171,,,,
42,6/17/23 23:50,24.412,,,,
43,6/18/23 0:00,24.919,,,,
44,6/18/23 0:10,24.774,,,,
45,6/18/23 0:20,24.629,,,,
46,6/18/23 0:30,24.629,,,,
47,6/18/23 0:40,25.137,,,,
48,6/18/23 0:50,24.895,,,,
49,6/18/23 1:00,24.798,,,,
50,6/18/23 1:10,24.726,,,,
51,6/18/23 1:20,24.677,,,,
52,6/18/23 1:30,25.065,,,,
53,6/18/23 1:40,24.871,,,,
54,6/18/23 1:50,24.847,,,,
55,6/18/23 2:00,24.774,,,,
56,6/18/23 2:10,24.944,,,,
57,6/18/23 2:20,24.895,,,,
58,6/18/23 2:30,24.798,,,,
59,6/18/23 2:40,24.798,,,,
60,6/18/23 2:50,24.944,,,,
61,6/18/23 3:00,24.847,,,,
62,6/18/23 3:10,24.798,,,,
63,6/18/23 3:20,24.798,,,,
64,6/18/23 3:30,24.774,,,,
65,6/18/23 3:40,24.823,,,,
66,6/18/23 3:50,24.75,,,,
67,6/18/23 4:00,24.726,,,,
68,6/18/23 4:10,24.726,,,,
69,6/18/23 4:20,24.847,,,,
70,6/18/23 4:30,24.798,,,,
71,6/18/23 4:40,24.774,,,,
72,6/18/23 4:50,24.75,,,,
73,6/18/23 5:00,24.944,,,,
74,6/18/23 5:10,24.919,,,,
75,6/18/23 5:20,24.895,,,,
76,6/18/23 5:30,24.847,,,,
77,6/18/23 5:40,25.016,,,,
78,6/18/23 5:50,24.992,,,,
79,6/18/23 6:00,24.944,,,,
80,6/18/23 6:10,24.919,,,,
81,6/18/23 6:20,24.895,,,,
82,6/18/23 6:30,25.04,,,,
83,6/18/23 6:40,24.992,,,,
84,6/18/23 6:50,24.944,,,,
85,6/18/23 7:00,24.919,,,,
86,6/18/23 7:10,25.089,,,,
87,6/18/23 7:20,24.968,,,,
88,6/18/23 7:30,24.847,,,,
89,6/18/23 7:40,24.798,,,,
90,6/18/23 7:50,24.798,,,,
91,6/18/23 8:00,25.113,,,,
92,6/18/23 8:10,25.065,,,,
93,6/18/23 8:20,25.04,,,,
94,6/18/23 8:30,25.016,,,,
95,6/18/23 8:40,24.992,,,,
96,6/18/23 8:50,25.258,,,,
97,6/18/23 9:00,25.186,,,,
98,6/18/23 9:10,25.113,,,,
99,6/18/23 9:20,25.089,,,,
100,6/18/23 9:30,25.04,,,,
101,6/18/23 9:40,25.283,,,,
102,6/18/23 9:50,25.234,,,,
103,6/18/23 10:00,25.186,,,,
104,6/18/23 10:10,25.113,,,,
105,6/18/23 10:20,25.065,,,,
106,6/18/23 10:30,25.016,,,,
107,6/18/23 10:40,24.992,,,,
108,6/18/23 10:50,24.968,,,,
109,6/18/23 11:00,24.944,,,,
110,6/18/23 11:10,25.234,,,,
111,6/18/23 11:20,25.162,,,,
112,6/18/23 11:30,25.113,,,,
113,6/18/23 11:40,25.065,,,,
114,6/18/23 11:50,25.016,,,,
115,6/18/23 12:00,24.968,,,,
116,6/18/23 12:10,24.919,,,,
117,6/18/23 12:20,24.871,,,,
118,6/18/23 12:30,25.162,,,,
119,6/18/23 12:40,25.113,,,,
120,6/18/23 12:50,25.04,,,,
121,6/18/23 13:00,24.992,,,,
122,6/18/23 13:10,24.944,,,,
123,6/18/23 13:20,24.895,,,,
124,6/18/23 13:30,24.847,,,,
125,6/18/23 13:40,24.798,,,,
126,6/18/23 13:50,25.162,,,,
127,6/18/23 14:00,25.089,,,,
128,6/18/23 14:10,25.016,,,,
129,6/18/23 14:20,24.919,,,,
130,6/18/23 14:30,24.895,,,,
131,6/18/23 14:40,24.823,,,,
132,6/18/23 14:50,24.798,,,,
133,6/18/23 15:00,24.774,,,,
134,6/18/23 15:10,25.089,,,,
135,6/18/23 15:20,25.04,,,,
136,6/18/23 15:30,24.992,,,,
137,6/18/23 15:40,24.895,,,,
138,6/18/23 15:50,24.847,,,,
139,6/18/23 16:00,24.823,,,,
140,6/18/23 16:10,24.774,,,,
141,6/18/23 16:20,25.04,,,,
142,6/18/23 16:30,25.089,,,,
143,6/18/23 16:40,25.016,,,,
144,6/18/23 16:50,24.871,,,,
145,6/18/23 17:00,24.823,,,,
146,6/18/23 17:10,24.677,,,,
147,6/18/23 17:20,25.016,,,,
148,6/18/23 17:30,24.823,,,,
149,6/18/23 17:40,24.605,,,,
150,6/18/23 17:50,24.484,,,,
151,6/18/23 18:00,24.532,,,,
152,6/18/23 18:10,24.605,,,,
153,6/18/23 18:20,24.557,,,,
154,6/18/23 18:30,24.557,,,,
155,6/18/23 18:40,24.532,,,,
156,6/18/23 18:50,24.726,,,,
157,6/18/23 19:00,24.677,,,,
158,6/18/23 19:10,24.653,,,,
159,6/18/23 19:20,24.629,,,,
160,6/18/23 19:30,24.605,,,,
161,6/18/23 19:40,24.774,,,,
162,6/18/23 19:50,24.726,,,,
163,6/18/23 20:00,24.677,,,,
164,6/18/23 20:10,24.653,,,,
165,6/18/23 20:20,24.653,,,,
166,6/18/23 20:30,24.774,,,,
167,6/18/23 20:40,24.726,,,,
168,6/18/23 20:50,24.653,,,,
169,6/18/23 21:00,24.653,,,,
170,6/18/23 21:10,24.823,,,,
