#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2021	1	1	0	26	999	99	99	2.07	6.67	6.19	61	9999	999	25.7	999	99	99
2021	1	1	0	56	999	99	99	2.19	6.25	6.27	68	9999	999	25.7	999	99	99
2021	1	1	1	26	999	99	99	2.04	6.67	6.13	77	9999	999	25.7	999	99	99
2021	1	1	1	56	999	99	99	2.24	6.67	6.5	69	9999	999	25.7	999	99	99
2021	1	1	2	26	999	99	99	2.12	6.67	6.28	60	9999	999	25.7	999	99	99
2021	1	1	2	56	999	99	99	2.15	6.67	6.55	68	9999	999	25.7	999	99	99
2021	1	1	3	26	999	99	99	2.23	6.25	6.43	69	9999	999	25.7	999	99	99
2021	1	1	3	56	999	99	99	2.07	8.33	6.5	69	9999	999	25.7	999	99	99
2021	1	1	4	26	999	99	99	2.09	14.29	6.53	332	9999	999	25.7	999	99	99
2021	1	1	4	56	999	99	99	2.17	6.67	6.25	67	9999	999	25.7	999	99	99
2021	1	1	5	26	999	99	99	2.03	14.29	6.38	339	9999	999	25.6	999	99	99
2021	1	1	5	56	999	99	99	2.01	9.09	6.02	72	9999	999	25.7	999	99	99
2021	1	1	6	26	999	99	99	2.14	7.14	6.02	68	9999	999	25.6	999	99	99
2021	1	1	6	56	999	99	99	2.11	15.38	6.16	338	9999	999	25.6	999	99	99
2021	1	1	7	26	999	99	99	1.97	15.38	6.27	345	9999	999	25.6	999	99	99
2021	1	1	7	56	999	99	99	2.08	16.67	6.45	349	9999	999	25.6	999	99	99
2021	1	1	8	26	999	99	99	2.03	15.38	6.2	342	9999	999	25.6	999	99	99
2021	1	1	8	56	999	99	99	2.23	14.29	6.71	347	9999	999	25.6	999	99	99
2021	1	1	9	26	999	99	99	2.04	14.29	6.31	331	9999	999	25.6	999	99	99
2021	1	1	9	56	999	99	99	2.01	14.29	6.34	347	9999	999	25.6	999	99	99
2021	1	1	10	26	999	99	99	2.11	13.33	6.66	338	9999	999	25.6	999	99	99
2021	1	1	10	56	999	99	99	1.95	15.38	6.24	335	9999	999	25.6	999	99	99
2021	1	1	11	26	999	99	99	2.17	6.25	6.31	62	9999	999	25.6	999	99	99
2021	1	1	11	56	999	99	99	2.26	13.33	6.6	330	9999	999	25.6	999	99	99
2021	1	1	12	26	999	99	99	2.12	14.29	6.38	332	9999	999	25.7	999	99	99
2021	1	1	12	56	999	99	99	2.1	12.5	6.73	337	9999	999	25.6	999	99	99
2021	1	1	13	26	999	99	99	2.29	16.67	6.84	339	9999	999	25.6	999	99	99
2021	1	1	13	56	999	99	99	2.35	14.29	6.72	331	9999	999	25.6	999	99	99
2021	1	1	14	56	999	99	99	2.37	15.38	6.68	341	9999	999	25.6	999	99	99
2021	1	1	15	26	999	99	99	2.54	16.67	6.62	341	9999	999	25.6	999	99	99
2021	1	1	15	56	999	99	99	2.55	7.14	6.56	58	9999	999	25.6	999	99	99
2021	1	1	16	26	999	99	99	2.73	6.67	6.54	57	9999	999	25.6	999	99	99
2021	1	1	16	56	999	99	99	2.64	15.38	6.68	338	9999	999	25.6	999	99	99
2021	1	1	17	26	999	99	99	2.64	6.67	6.89	64	9999	999	25.6	999	99	99
2021	1	1	17	56	999	99	99	2.78	7.14	6.89	61	9999	999	25.6	999	99	99
2021	1	1	18	26	999	99	99	2.8	16.67	6.95	338	9999	999	25.6	999	99	99
2021	1	1	18	56	999	99	99	2.75	15.38	6.98	337	9999	999	25.6	999	99	99
2021	1	1	19	26	999	99	99	2.78	15.38	7.35	337	9999	999	25.6	999	99	99
2021	1	1	19	56	999	99	99	2.67	14.29	7.04	339	9999	999	25.6	999	99	99
2021	1	1	20	26	999	99	99	2.77	15.38	7.44	337	9999	999	25.6	999	99	99
2021	1	1	20	56	999	99	99	2.81	16.67	7.22	354	9999	999	25.6	999	99	99
2021	1	1	21	26	999	99	99	2.85	16.67	7.16	352	9999	999	25.6	999	99	99
2021	1	1	21	56	999	99	99	2.87	15.38	7.21	345	9999	999	25.6	999	99	99
2021	1	1	22	26	999	99	99	2.93	15.38	7.61	345	9999	999	25.6	999	99	99
2021	1	1	22	56	999	99	99	3.02	15.38	7.47	347	9999	999	25.6	999	99	99
2021	1	1	23	26	999	99	99	2.96	16.67	7.77	342	9999	999	25.6	999	99	99
2021	1	1	23	56	999	99	99	3.05	15.38	8.18	349	9999	999	25.6	999	99	99
2021	1	2	0	26	999	99	99	3.05	15.38	8	345	9999	999	25.6	999	99	99
2021	1	2	0	56	999	99	99	3.02	15.38	8.02	345	9999	999	25.6	999	99	99
2021	1	2	1	26	999	99	99	3.03	15.38	7.86	347	9999	999	25.6	999	99	99
2021	1	2	1	56	999	99	99	2.98	15.38	8.67	341	9999	999	25.6	999	99	99
2021	1	2	2	26	999	99	99	3.02	15.38	8.27	341	9999	999	25.6	999	99	99
2021	1	2	2	56	999	99	99	2.9	15.38	7.98	345	9999	999	25.6	999	99	99
2021	1	2	3	26	999	99	99	2.95	15.38	8.3	337	9999	999	25.6	999	99	99
2021	1	2	3	56	999	99	99	2.8	15.38	7.64	348	9999	999	25.6	999	99	99
2021	1	2	4	26	999	99	99	2.97	15.38	8.11	342	9999	999	25.6	999	99	99
2021	1	2	4	56	999	99	99	2.66	15.38	7.78	335	9999	999	25.6	999	99	99
2021	1	2	5	26	999	99	99	2.68	15.38	7.58	335	9999	999	25.6	999	99	99
2021	1	2	5	56	999	99	99	2.83	15.38	7.73	341	9999	999	25.6	999	99	99
2021	1	2	6	26	999	99	99	2.55	14.29	7.48	341	9999	999	25.6	999	99	99
2021	1	2	6	56	999	99	99	2.68	14.29	7.32	344	9999	999	25.6	999	99	99
2021	1	2	7	26	999	99	99	2.78	13.33	7.77	344	9999	999	25.6	999	99	99
2021	1	2	7	56	999	99	99	2.56	14.29	7.53	341	9999	999	25.6	999	99	99
2021	1	2	8	26	999	99	99	2.67	15.38	7.67	345	9999	999	25.6	999	99	99
2021	1	2	8	56	999	99	99	2.57	15.38	7.45	339	9999	999	25.6	999	99	99
2021	1	2	9	26	999	99	99	2.59	15.38	7.64	345	9999	999	25.6	999	99	99
2021	1	2	9	56	999	99	99	2.38	13.33	7.05	337	9999	999	25.5	999	99	99
2021	1	2	10	26	999	99	99	2.49	14.29	7.66	332	9999	999	25.6	999	99	99
2021	1	2	10	56	999	99	99	2.7	14.29	8.29	335	9999	999	25.6	999	99	99
2021	1	2	11	26	999	99	99	2.63	14.29	8.15	341	9999	999	25.6	999	99	99
