#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2017	1	1	0	6	999	99	99	1.92	9.88	6.56	17	9999	999	24.4	999	99	99
2017	1	1	0	36	999	99	99	2.15	10.53	6.93	24	9999	999	24.4	999	99	99
2017	1	1	1	6	999	99	99	2.03	9.09	6.99	29	9999	999	24.4	999	99	99
2017	1	1	1	36	999	99	99	2.01	9.88	6.8	26	9999	999	24.4	999	99	99
2017	1	1	2	6	999	99	99	2.09	11.11	7	2	9999	999	24.4	999	99	99
2017	1	1	2	36	999	99	99	2.08	11.11	6.9	5	9999	999	24.4	999	99	99
2017	1	1	3	6	999	99	99	2.36	9.88	7.11	8	9999	999	24.4	999	99	99
2017	1	1	3	36	999	99	99	2.19	9.88	6.73	20	9999	999	24.4	999	99	99
2017	1	1	4	6	999	99	99	1.96	10.53	6.7	13	9999	999	24.4	999	99	99
2017	1	1	4	36	999	99	99	2.1	11.11	6.64	10	9999	999	24.4	999	99	99
2017	1	1	5	6	999	99	99	2.13	9.09	6.62	15	9999	999	24.4	999	99	99
2017	1	1	5	36	999	99	99	2.19	9.88	6.81	19	9999	999	24.4	999	99	99
2017	1	1	6	6	999	99	99	2.11	9.09	6.67	29	9999	999	24.3	999	99	99
2017	1	1	6	36	999	99	99	2.3	9.88	6.67	19	9999	999	24.3	999	99	99
2017	1	1	7	6	999	99	99	2.14	10.53	6.7	16	9999	999	24.3	999	99	99
2017	1	1	7	36	999	99	99	1.98	9.88	6.32	19	9999	999	24.3	999	99	99
2017	1	1	8	6	999	99	99	2.21	9.88	6.7	10	9999	999	24.3	999	99	99
2017	1	1	8	36	999	99	99	2.13	9.88	6.61	16	9999	999	24.3	999	99	99
2017	1	1	9	6	999	99	99	1.9	9.09	6.46	20	9999	999	24.3	999	99	99
2017	1	1	9	36	999	99	99	2.1	9.88	6.76	8	9999	999	24.3	999	99	99
