#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2014	1	1	0	11	999	99	99	1.58	9.09	6.83	15	9999	999	24.9	999	99	99
2014	1	1	0	41	999	99	99	1.43	9.09	6.49	15	9999	999	25	999	99	99
2014	1	1	1	11	999	99	99	1.54	8.33	6.85	20	9999	999	24.9	999	99	99
2014	1	1	1	41	999	99	99	1.59	11.76	6.98	348	9999	999	24.9	999	99	99
2014	1	1	2	11	999	99	99	1.46	11.76	6.8	342	9999	999	24.9	999	99	99
2014	1	1	2	41	999	99	99	1.43	10.53	6.64	345	9999	999	24.9	999	99	99
2014	1	1	3	11	999	99	99	1.47	11.11	6.72	342	9999	999	24.8	999	99	99
2014	1	1	3	41	999	99	99	1.47	9.09	6.68	354	9999	999	24.9	999	99	99
2014	1	1	4	11	999	99	99	1.48	11.76	6.86	342	9999	999	24.8	999	99	99
2014	1	1	4	41	999	99	99	1.53	8.33	6.84	15	9999	999	24.8	999	99	99
2014	1	1	5	11	999	99	99	1.53	11.76	6.72	344	9999	999	24.8	999	99	99
2014	1	1	5	41	999	99	99	1.53	8.33	6.69	19	9999	999	24.8	999	99	99
2014	1	1	6	11	999	99	99	1.38	9.09	6.38	6	9999	999	24.8	999	99	99
2014	1	1	6	41	999	99	99	1.46	8.33	6.65	20	9999	999	24.8	999	99	99
2014	1	1	7	11	999	99	99	1.33	9.88	6.39	341	9999	999	24.8	999	99	99
2014	1	1	7	41	999	99	99	1.42	11.76	6.43	335	9999	999	24.8	999	99	99
2014	1	1	8	11	999	99	99	1.47	11.76	6.64	347	9999	999	24.8	999	99	99
2014	1	1	8	41	999	99	99	1.36	11.76	6.5	344	9999	999	24.8	999	99	99
2014	1	1	9	11	999	99	99	1.43	9.88	6.69	348	9999	999	24.8	999	99	99
2014	1	1	9	41	999	99	99	1.34	9.09	6.55	16	9999	999	24.8	999	99	99
2014	1	1	10	11	999	99	99	1.29	11.11	6.57	347	9999	999	24.8	999	99	99
2014	1	1	10	41	999	99	99	1.33	9.09	6.52	12	9999	999	24.8	999	99	99
2014	1	1	11	11	999	99	99	1.3	7.69	6.42	15	9999	999	24.8	999	99	99
2014	1	1	11	41	999	99	99	1.26	8.33	6.46	6	9999	999	24.8	999	99	99
2014	1	1	12	11	999	99	99	1.23	7.69	6.09	17	9999	999	24.8	999	99	99
2014	1	1	12	41	999	99	99	1.24	9.09	6.18	10	9999	999	24.8	999	99	99
2014	1	1	13	11	999	99	99	1.3	8.33	6.32	23	9999	999	24.8	999	99	99
2014	1	1	13	41	999	99	99	1.31	9.09	6.32	16	9999	999	24.8	999	99	99
2014	1	1	14	11	999	99	99	1.25	8.33	6.07	24	9999	999	24.8	999	99	99
2014	1	1	14	41	999	99	99	1.33	8.33	6.29	24	9999	999	24.8	999	99	99
2014	1	1	15	11	999	99	99	1.29	7.69	6.04	36	9999	999	24.8	999	99	99
2014	1	1	15	41	999	99	99	1.26	8.33	6	32	9999	999	24.8	999	99	99
2014	1	1	16	11	999	99	99	1.26	8.33	6.17	26	9999	999	24.8	999	99	99
2014	1	1	16	41	999	99	99	1.23	8.33	5.83	37	9999	999	24.8	999	99	99
2014	1	1	17	11	999	99	99	1.29	8.33	6.05	37	9999	999	24.8	999	99	99
