#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2019	1	1	0	24	999	99	99	2.09	6.67	6.04	77	9999	999	24.7	999	99	99
2019	1	1	0	54	999	99	99	2.03	9.88	5.86	69	9999	999	24.7	999	99	99
2019	1	1	1	24	999	99	99	1.89	7.14	5.81	69	9999	999	24.7	999	99	99
2019	1	1	1	54	999	99	99	2	6.67	5.88	69	9999	999	24.7	999	99	99
2019	1	1	2	24	999	99	99	2	7.69	6.02	64	9999	999	24.7	999	99	99
2019	1	1	2	54	999	99	99	1.9	7.69	5.99	64	9999	999	24.7	999	99	99
2019	1	1	3	24	999	99	99	2.03	9.09	6.23	48	9999	999	24.8	999	99	99
2019	1	1	3	54	999	99	99	1.93	9.88	6.06	46	9999	999	24.7	999	99	99
2019	1	1	4	24	999	99	99	1.93	7.69	6.27	61	9999	999	24.7	999	99	99
2019	1	1	4	54	999	99	99	1.82	7.69	6.06	64	9999	999	24.8	999	99	99
2019	1	1	5	24	999	99	99	2.04	9.88	6.3	53	9999	999	24.7	999	99	99
2019	1	1	5	54	999	99	99	1.98	7.69	6.48	65	9999	999	24.7	999	99	99
2019	1	1	6	24	999	99	99	1.87	9.09	6.18	55	9999	999	24.7	999	99	99
2019	1	1	6	54	999	99	99	1.99	8.33	6.19	58	9999	999	24.7	999	99	99
2019	1	1	7	24	999	99	99	2.1	7.14	6.29	67	9999	999	24.7	999	99	99
2019	1	1	7	54	999	99	99	2.09	8.33	6.28	58	9999	999	24.7	999	99	99
2019	1	1	8	24	999	99	99	2.17	7.14	6.42	72	9999	999	24.7	999	99	99
2019	1	1	8	54	999	99	99	2.06	9.09	6.4	55	9999	999	24.7	999	99	99
2019	1	1	9	24	999	99	99	2.02	9.09	6.43	58	9999	999	24.7	999	99	99
2019	1	1	9	54	999	99	99	2.06	9.09	6.37	47	9999	999	24.6	999	99	99
2019	1	1	10	24	999	99	99	2.1	9.88	6.23	43	9999	999	24.6	999	99	99
2019	1	1	10	54	999	99	99	2.31	9.09	6.27	55	9999	999	24.6	999	99	99
2019	1	1	11	24	999	99	99	2.25	9.88	6.3	67	9999	999	24.6	999	99	99
2019	1	1	11	54	999	99	99	2.11	10.53	6.34	33	9999	999	24.6	999	99	99
2019	1	1	12	24	999	99	99	2.03	9.88	6.19	46	9999	999	24.6	999	99	99
2019	1	1	12	54	999	99	99	2.19	9.88	6.25	60	9999	999	24.6	999	99	99
2019	1	1	13	24	999	99	99	2.19	9.88	6.28	53	9999	999	24.6	999	99	99
2019	1	1	13	54	999	99	99	2.14	7.69	6.11	68	9999	999	24.6	999	99	99
2019	1	1	14	24	999	99	99	2.26	10.53	6.3	47	9999	999	24.6	999	99	99
2019	1	1	14	54	999	99	99	2.29	9.09	6.13	69	9999	999	24.6	999	99	99
2019	1	1	15	24	999	99	99	2.36	10.53	6.33	43	9999	999	24.6	999	99	99
2019	1	1	15	54	999	99	99	2.52	7.69	6.34	71	9999	999	24.6	999	99	99
2019	1	1	16	24	999	99	99	2.43	9.88	6.33	57	9999	999	24.6	999	99	99
2019	1	1	16	54	999	99	99	2.36	9.88	6.29	61	9999	999	24.6	999	99	99
2019	1	1	17	24	999	99	99	2.28	10.53	6.23	34	9999	999	24.6	999	99	99
2019	1	1	17	54	999	99	99	2.13	10.53	6	48	9999	999	24.6	999	99	99
2019	1	1	18	24	999	99	99	2.49	9.88	6.45	46	9999	999	24.6	999	99	99
2019	1	1	18	54	999	99	99	2.61	9.88	6.61	57	9999	999	24.6	999	99	99
2019	1	1	19	24	999	99	99	2.46	9.88	6.13	41	9999	999	24.6	999	99	99
2019	1	1	19	54	999	99	99	2.58	9.88	6.28	48	9999	999	24.6	999	99	99
2019	1	1	20	24	999	99	99	2.37	9.88	6.17	60	9999	999	24.6	999	99	99
2019	1	1	20	54	999	99	99	2.32	7.69	6.14	64	9999	999	24.6	999	99	99
2019	1	1	21	24	999	99	99	2.44	10.53	6.71	54	9999	999	24.6	999	99	99
2019	1	1	21	54	999	99	99	2.43	9.88	6.57	53	9999	999	24.6	999	99	99
2019	1	1	22	24	999	99	99	2.44	9.88	6.53	60	9999	999	24.6	999	99	99
2019	1	1	22	54	999	99	99	2.45	9.88	6.56	43	9999	999	24.6	999	99	99
2019	1	1	23	24	999	99	99	2.52	9.88	6.65	47	9999	999	24.7	999	99	99
2019	1	1	23	54	999	99	99	2.42	8.33	6.65	65	9999	999	24.7	999	99	99
2019	1	2	0	24	999	99	99	2.36	7.69	6.54	67	9999	999	24.7	999	99	99
2019	1	2	0	54	999	99	99	2.33	10.53	6.41	60	9999	999	24.7	999	99	99
2019	1	2	1	24	999	99	99	2.37	9.88	6.58	47	9999	999	24.7	999	99	99
2019	1	2	1	54	999	99	99	2.15	9.09	6.21	62	9999	999	24.7	999	99	99
2019	1	2	2	24	999	99	99	2.23	7.69	6.28	74	9999	999	24.7	999	99	99
2019	1	2	2	54	999	99	99	2.2	9.88	6.41	60	9999	999	24.7	999	99	99
2019	1	2	3	24	999	99	99	2.2	7.14	6.32	62	9999	999	24.7	999	99	99
2019	1	2	3	54	999	99	99	2.21	9.88	6.63	68	9999	999	24.7	999	99	99
2019	1	2	4	24	999	99	99	2.04	9.09	6.48	58	9999	999	24.7	999	99	99
2019	1	2	4	54	999	99	99	2.18	10.53	6.65	69	9999	999	24.7	999	99	99
2019	1	2	5	24	999	99	99	2.07	9.88	6.56	62	9999	999	24.7	999	99	99
2019	1	2	5	54	999	99	99	2.13	9.88	6.57	62	9999	999	24.7	999	99	99
2019	1	2	6	24	999	99	99	2.19	9.09	6.6	58	9999	999	24.6	999	99	99
2019	1	2	6	54	999	99	99	2.02	9.09	6.52	55	9999	999	24.6	999	99	99
2019	1	2	7	24	999	99	99	1.96	9.88	6.48	62	9999	999	24.7	999	99	99
2019	1	2	7	54	999	99	99	1.9	9.09	6.46	50	9999	999	24.6	999	99	99
2019	1	2	8	24	999	99	99	1.98	9.88	6.48	65	9999	999	24.6	999	99	99
2019	1	2	8	54	999	99	99	2.01	9.88	6.43	57	9999	999	24.6	999	99	99
2019	1	2	9	24	999	99	99	1.9	9.88	6.27	50	9999	999	24.6	999	99	99
2019	1	2	9	54	999	99	99	1.92	9.88	6.58	64	9999	999	24.6	999	99	99
2019	1	2	10	24	999	99	99	1.96	9.09	6.4	61	9999	999	24.6	999	99	99
2019	1	2	10	54	999	99	99	1.93	9.09	6.47	69	9999	999	24.6	999	99	99
2019	1	2	11	24	999	99	99	1.84	9.09	6.23	65	9999	999	24.5	999	99	99
2019	1	2	11	54	999	99	99	2.04	8.33	6.47	58	9999	999	24.5	999	99	99
2019	1	2	20	54	999	99	99	1.88	9.88	6.11	65	9999	999	24.6	999	99	99
2019	1	2	21	24	999	99	99	1.93	10.53	6.21	65	9999	999	24.6	999	99	99
2019	1	2	21	54	999	99	99	1.83	7.14	6.04	67	9999	999	24.7	999	99	99
2019	1	2	22	24	999	99	99	1.93	9.88	6.09	61	9999	999	24.6	999	99	99
2019	1	2	22	54	999	99	99	1.92	9.09	6.11	64	9999	999	24.7	999	99	99
2019	1	2	23	24	999	99	99	1.79	7.69	5.91	61	9999	999	24.7	999	99	99
2019	1	2	23	54	999	99	99	1.77	9.09	6.1	67	9999	999	24.7	999	99	99
2019	1	3	0	24	999	99	99	1.83	10.53	6.13	74	9999	999	24.7	999	99	99
2019	1	3	0	54	999	99	99	1.84	7.14	6.23	72	9999	999	24.7	999	99	99
2019	1	3	1	24	999	99	99	1.82	9.88	6.5	68	9999	999	24.7	999	99	99
2019	1	3	1	54	999	99	99	1.77	9.88	6.16	68	9999	999	24.6	999	99	99
2019	1	3	2	24	999	99	99	1.72	10.53	6.02	60	9999	999	24.7	999	99	99
2019	1	3	2	54	999	99	99	1.71	9.88	6.23	60	9999	999	24.7	999	99	99
2019	1	3	3	24	999	99	99	1.62	9.88	6.21	62	9999	999	24.7	999	99	99
2019	1	3	3	54	999	99	99	1.69	9.88	6.38	51	9999	999	24.8	999	99	99
2019	1	3	4	24	999	99	99	1.64	9.88	6.06	58	9999	999	24.7	999	99	99
2019	1	3	4	54	999	99	99	1.62	9.88	6.3	71	9999	999	24.7	999	99	99
2019	1	3	5	24	999	99	99	1.73	9.88	6.28	60	9999	999	24.7	999	99	99
2019	1	3	5	54	999	99	99	1.72	9.88	5.97	61	9999	999	24.6	999	99	99
2019	1	3	6	24	999	99	99	1.72	9.88	6.09	57	9999	999	24.6	999	99	99
2019	1	3	6	54	999	99	99	1.91	10.53	6.38	72	9999	999	24.6	999	99	99
