#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2020	1	1	0	0	999	99	99	2.27	9.09	6.56	75	9999	999	25.6	999	99	99
2020	1	1	0	30	999	99	99	2.2	9.88	6.53	77	9999	999	25.6	999	99	99
2020	1	1	1	0	999	99	99	2.2	9.09	6.33	77	9999	999	25.6	999	99	99
2020	1	1	1	30	999	99	99	2.27	9.09	6.52	74	9999	999	25.6	999	99	99
2020	1	1	2	0	999	99	99	2.42	9.09	6.65	71	9999	999	25.6	999	99	99
2020	1	1	2	30	999	99	99	2.6	9.09	6.93	77	9999	999	25.6	999	99	99
2020	1	1	3	0	999	99	99	2.45	9.09	6.93	77	9999	999	25.6	999	99	99
2020	1	1	3	30	999	99	99	2.49	9.88	6.98	62	9999	999	25.6	999	99	99
2020	1	1	4	0	999	99	99	2.5	9.09	6.94	69	9999	999	25.5	999	99	99
2020	1	1	4	30	999	99	99	2.43	9.88	6.79	68	9999	999	25.5	999	99	99
2020	1	1	5	0	999	99	99	2.51	9.09	6.78	79	9999	999	25.5	999	99	99
2020	1	1	5	30	999	99	99	2.47	9.09	6.49	72	9999	999	25.5	999	99	99
2020	1	1	6	0	999	99	99	2.48	9.88	6.85	62	9999	999	25.5	999	99	99
2020	1	1	6	30	999	99	99	2.34	9.09	6.76	74	9999	999	25.5	999	99	99
2020	1	1	7	0	999	99	99	2.59	9.09	7.04	72	9999	999	25.5	999	99	99
2020	1	1	7	30	999	99	99	2.39	9.88	7.06	67	9999	999	25.5	999	99	99
2020	1	1	8	0	999	99	99	2.38	9.88	7.09	71	9999	999	25.5	999	99	99
2020	1	1	8	30	999	99	99	2.45	9.88	6.84	62	9999	999	25.5	999	99	99
2020	1	1	9	0	999	99	99	2.32	9.88	6.8	78	9999	999	25.5	999	99	99
2020	1	1	9	30	999	99	99	2.34	9.09	6.93	72	9999	999	25.5	999	99	99
2020	1	1	10	0	999	99	99	2.3	9.88	7.02	71	9999	999	25.5	999	99	99
2020	1	1	10	30	999	99	99	2.23	9.88	6.97	64	9999	999	25.5	999	99	99
2020	1	1	11	0	999	99	99	2.34	9.88	6.79	54	9999	999	25.5	999	99	99
2020	1	1	11	30	999	99	99	2.15	9.88	6.74	55	9999	999	25.5	999	99	99
2020	1	1	12	0	999	99	99	2.21	10.53	6.94	69	9999	999	25.4	999	99	99
2020	1	1	12	30	999	99	99	2.27	9.88	7.08	58	9999	999	25.4	999	99	99
2020	1	1	13	0	999	99	99	2.62	9.88	7.36	67	9999	999	25.4	999	99	99
2020	1	1	13	30	999	99	99	2.47	9.88	7.46	64	9999	999	25.4	999	99	99
2020	1	1	14	0	999	99	99	2.41	9.88	7.44	62	9999	999	25.4	999	99	99
2020	1	1	14	30	999	99	99	2.15	10.53	6.91	67	9999	999	25.4	999	99	99
2020	1	1	15	0	999	99	99	2.58	9.88	7.65	68	9999	999	25.4	999	99	99
2020	1	1	15	30	999	99	99	2.16	9.09	7.06	58	9999	999	25.4	999	99	99
2020	1	1	16	0	999	99	99	2.39	9.88	7.28	72	9999	999	25.4	999	99	99
2020	1	1	16	30	999	99	99	2.27	9.88	7.23	71	9999	999	25.4	999	99	99
2020	1	1	17	0	999	99	99	1.99	9.88	6.82	71	9999	999	25.4	999	99	99
2020	1	1	17	30	999	99	99	2.09	10.53	7.15	67	9999	999	25.4	999	99	99
2020	1	1	18	0	999	99	99	2.02	9.88	7.06	78	9999	999	25.4	999	99	99
2020	1	1	18	30	999	99	99	2.01	10.53	7.18	79	9999	999	25.4	999	99	99
2020	1	1	19	0	999	99	99	1.9	10.53	7	72	9999	999	25.4	999	99	99
2020	1	1	19	30	999	99	99	2.1	10.53	7.5	72	9999	999	25.5	999	99	99
2020	1	1	20	0	999	99	99	1.96	9.88	7.16	71	9999	999	25.5	999	99	99
2020	1	1	20	30	999	99	99	1.88	9.09	7.2	74	9999	999	25.5	999	99	99
2020	1	1	21	0	999	99	99	1.85	10.53	7.28	62	9999	999	25.5	999	99	99
2020	1	1	21	30	999	99	99	2.07	9.88	7.53	61	9999	999	25.5	999	99	99
