#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2022	1	1	0	26	999	99	99	2.32	9.09	7.78	61	9999	999	24.5	999	99	99
2022	1	1	0	56	999	99	99	2.44	9.09	8.07	61	9999	999	24.5	999	99	99
2022	1	1	1	26	999	99	99	2.44	9.09	7.97	52	9999	999	24.5	999	99	99
2022	1	1	1	56	999	99	99	2.49	9.09	8.06	56	9999	999	24.5	999	99	99
2022	1	1	2	26	999	99	99	2.49	9.88	8.18	51	9999	999	24.5	999	99	99
2022	1	1	2	56	999	99	99	2.34	9.09	8.06	52	9999	999	24.5	999	99	99
2022	1	1	3	26	999	99	99	2.6	9.88	8.19	52	9999	999	24.4	999	99	99
2022	1	1	3	56	999	99	99	2.43	9.09	8.08	51	9999	999	24.4	999	99	99
2022	1	1	4	26	999	99	99	2.47	9.09	7.8	61	9999	999	24.5	999	99	99
2022	1	1	4	56	999	99	99	2.45	9.09	7.66	54	9999	999	24.4	999	99	99
2022	1	1	5	26	999	99	99	2.44	9.09	7.94	56	9999	999	24.5	999	99	99
2022	1	1	5	56	999	99	99	2.39	9.09	7.92	59	9999	999	24.5	999	99	99
2022	1	1	6	26	999	99	99	2.39	9.88	7.8	44	9999	999	24.5	999	99	99
2022	1	1	6	56	999	99	99	2.58	9.09	8.2	55	9999	999	24.5	999	99	99
2022	1	1	7	26	999	99	99	2.62	9.88	8.31	37	9999	999	24.5	999	99	99
2022	1	1	7	56	999	99	99	2.36	10.53	7.78	30	9999	999	24.5	999	99	99
2022	1	1	8	26	999	99	99	2.37	9.88	7.95	44	9999	999	24.5	999	99	99
2022	1	1	8	56	999	99	99	2.26	9.09	7.93	55	9999	999	24.5	999	99	99
2022	1	1	9	26	999	99	99	2.34	9.88	7.91	35	9999	999	24.4	999	99	99
2022	1	1	9	56	999	99	99	2.3	9.88	8.05	35	9999	999	24.4	999	99	99
2022	1	1	10	26	999	99	99	2.31	10.53	8.16	42	9999	999	24.4	999	99	99
2022	1	1	10	56	999	99	99	2.3	9.09	8.05	49	9999	999	24.4	999	99	99
2022	1	1	11	26	999	99	99	2.24	10.53	8.01	37	9999	999	24.4	999	99	99
2022	1	1	11	56	999	99	99	2.35	9.09	8.07	52	9999	999	24.4	999	99	99
2022	1	1	12	26	999	99	99	2.45	10.53	8.4	44	9999	999	24.4	999	99	99
2022	1	1	12	56	999	99	99	2.37	9.09	8.11	52	9999	999	24.4	999	99	99
2022	1	1	13	26	999	99	99	2.43	9.88	8.1	40	9999	999	24.3	999	99	99
2022	1	1	13	56	999	99	99	2.28	11.11	7.84	34	9999	999	24.4	999	99	99
2022	1	1	14	26	999	99	99	2.62	10.53	8.11	47	9999	999	24.4	999	99	99
2022	1	1	14	56	999	99	99	2.4	9.88	7.88	44	9999	999	24.4	999	99	99
2022	1	1	15	26	999	99	99	2.3	9.09	7.83	59	9999	999	24.3	999	99	99
2022	1	1	15	56	999	99	99	2.16	9.88	7.6	45	9999	999	24.3	999	99	99
2022	1	1	16	26	999	99	99	2.68	9.09	8.15	58	9999	999	24.4	999	99	99
2022	1	1	16	56	999	99	99	2.36	9.09	7.77	58	9999	999	24.3	999	99	99
2022	1	1	17	26	999	99	99	2.4	9.88	7.83	44	9999	999	24.3	999	99	99
2022	1	1	17	56	999	99	99	2.43	9.88	7.65	45	9999	999	24.3	999	99	99
2022	1	1	18	26	999	99	99	2.34	9.09	7.49	51	9999	999	24.3	999	99	99
2022	1	1	18	56	999	99	99	2.25	9.88	7.85	56	9999	999	24.2	999	99	99
2022	1	1	19	26	999	99	99	2.6	9.88	7.98	52	9999	999	24.2	999	99	99
2022	1	1	19	56	999	99	99	2.5	9.09	7.86	58	9999	999	24.2	999	99	99
2022	1	1	20	26	999	99	99	2.42	9.88	7.8	58	9999	999	24.1	999	99	99
