#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2018	4	27	22	24	999	99	99	1.43	7.69	6.99	51	9999	999	23.8	999	99	99
2018	4	27	22	54	999	99	99	1.36	13.33	6.8	338	9999	999	23.7	999	99	99
2018	4	27	23	24	999	99	99	1.32	7.69	6.48	58	9999	999	23.7	999	99	99
2018	4	27	23	54	999	99	99	1.34	11.76	6.24	341	9999	999	23.7	999	99	99
2018	4	28	0	24	999	99	99	1.48	7.69	6.55	61	9999	999	23.7	999	99	99
2018	4	28	0	54	999	99	99	1.47	13.33	6.7	356	9999	999	23.7	999	99	99
2018	4	28	1	24	999	99	99	1.41	7.69	6.65	61	9999	999	23.7	999	99	99
2018	4	28	1	54	999	99	99	1.27	8.33	6.43	75	9999	999	23.7	999	99	99
2018	4	28	2	24	999	99	99	1.34	12.5	6.72	351	9999	999	23.8	999	99	99
2018	4	28	2	54	999	99	99	1.32	12.5	6.34	339	9999	999	23.8	999	99	99
2018	4	28	3	24	999	99	99	1.34	13.33	6.69	341	9999	999	23.8	999	99	99
2018	4	28	3	54	999	99	99	1.32	11.76	6.83	344	9999	999	23.7	999	99	99
2018	4	28	4	24	999	99	99	1.29	11.76	7.12	356	9999	999	23.7	999	99	99
2018	4	28	4	54	999	99	99	1.33	13.33	7.11	341	9999	999	23.7	999	99	99
2018	4	28	5	24	999	99	99	1.36	12.5	7.36	349	9999	999	23.7	999	99	99
2018	4	28	5	54	999	99	99	1.37	12.5	7.37	351	9999	999	23.8	999	99	99
2018	4	28	6	24	999	99	99	1.33	12.5	7.72	342	9999	999	23.8	999	99	99
2018	4	28	6	54	999	99	99	1.24	13.33	7.93	338	9999	999	23.9	999	99	99
2018	4	28	7	24	999	99	99	1.28	13.33	7.84	342	9999	999	23.8	999	99	99
2018	4	28	7	54	999	99	99	1.2	12.5	7.75	339	9999	999	23.8	999	99	99
2018	4	28	8	24	999	99	99	1.22	12.5	7.69	332	9999	999	23.8	999	99	99
2018	4	28	8	54	999	99	99	1.22	12.5	7.79	352	9999	999	23.8	999	99	99
2018	4	28	9	24	999	99	99	1.1	11.76	7.75	356	9999	999	23.7	999	99	99
2018	4	28	9	54	999	99	99	1.11	12.5	7.75	348	9999	999	23.7	999	99	99
2018	4	28	10	24	999	99	99	1.2	11.76	8.11	351	9999	999	23.7	999	99	99
2018	4	28	10	54	999	99	99	1.12	9.88	7.65	349	9999	999	23.8	999	99	99
2018	4	28	11	24	999	99	99	1.08	12.5	7.15	359	9999	999	23.7	999	99	99
2018	4	28	11	54	999	99	99	1.2	12.5	6.71	345	9999	999	23.7	999	99	99
2018	4	28	12	24	999	99	99	1.18	12.5	6.16	348	9999	999	23.7	999	99	99
2018	4	28	12	54	999	99	99	1.14	11.76	5.83	334	9999	999	23.7	999	99	99
2018	4	28	13	24	999	99	99	1.25	10.53	5.83	348	9999	999	23.6	999	99	99
2018	4	28	13	54	999	99	99	1.34	12.5	5.47	352	9999	999	23.6	999	99	99
2018	4	28	14	24	999	99	99	1.39	12.5	5.59	348	9999	999	23.6	999	99	99
2018	4	28	14	54	999	99	99	1.45	11.76	5.3	339	9999	999	23.6	999	99	99
2018	4	28	15	24	999	99	99	1.52	11.76	5.5	351	9999	999	23.6	999	99	99
2018	4	28	15	54	999	99	99	1.62	12.5	5.64	337	9999	999	23.6	999	99	99
2018	4	28	16	24	999	99	99	1.76	6.25	5.63	345	9999	999	23.6	999	99	99
2018	4	28	16	54	999	99	99	1.76	6.25	5.64	349	9999	999	23.6	999	99	99
2018	4	28	17	24	999	99	99	1.82	6.25	5.79	358	9999	999	23.6	999	99	99
2018	4	28	17	54	999	99	99	1.78	7.14	5.61	2	9999	999	23.6	999	99	99
2018	4	28	18	24	999	99	99	1.85	7.14	5.94	358	9999	999	23.6	999	99	99
2018	4	28	18	54	999	99	99	1.91	6.67	5.74	355	9999	999	23.6	999	99	99
2018	4	28	19	24	999	99	99	1.94	7.69	5.9	1	9999	999	23.6	999	99	99
2018	4	28	19	54	999	99	99	1.88	7.14	5.9	347	9999	999	23.6	999	99	99
2018	4	28	20	24	999	99	99	2.04	7.69	6.08	351	9999	999	23.7	999	99	99
2018	4	28	20	54	999	99	99	2.04	8.33	6.16	342	9999	999	23.7	999	99	99
2018	4	28	21	24	999	99	99	2.17	7.69	6.58	348	9999	999	23.7	999	99	99
2018	4	28	21	54	999	99	99	2.27	8.33	6.65	352	9999	999	23.7	999	99	99
2018	4	28	22	24	999	99	99	2.21	8.33	6.8	347	9999	999	23.7	999	99	99
2018	4	28	22	54	999	99	99	2.21	9.88	6.74	337	9999	999	23.7	999	99	99
2018	4	28	23	24	999	99	99	2.04	10.53	6.46	339	9999	999	23.7	999	99	99
2018	4	28	23	54	999	99	99	2.09	9.09	6.63	356	9999	999	23.7	999	99	99
2018	4	29	0	24	999	99	99	2.05	9.88	6.51	342	9999	999	23.7	999	99	99
2018	4	29	0	54	999	99	99	2.1	10.53	6.67	335	9999	999	23.7	999	99	99
