#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2013	1	1	5	41	999	99	99	1.78	9.88	8.35	9	9999	999	24.3	999	99	99
2013	1	1	6	11	999	99	99	1.61	15.38	8.06	341	9999	999	24.3	999	99	99
2013	1	1	6	41	999	99	99	1.69	15.38	8.27	349	9999	999	24.3	999	99	99
2013	1	1	7	11	999	99	99	1.57	15.38	8.02	352	9999	999	24.3	999	99	99
2013	1	1	7	41	999	99	99	1.57	11.76	7.64	348	9999	999	24.3	999	99	99
2013	1	1	8	11	999	99	99	1.6	15.38	7.73	344	9999	999	24.3	999	99	99
2013	1	1	8	41	999	99	99	1.64	15.38	8.08	348	9999	999	24.3	999	99	99
2013	1	1	9	11	999	99	99	1.71	13.33	8.06	337	9999	999	24.3	999	99	99
2013	1	1	9	41	999	99	99	1.71	9.09	7.95	20	9999	999	24.3	999	99	99
2013	1	1	10	11	999	99	99	1.77	10.53	8.42	359	9999	999	24.3	999	99	99
2013	1	1	10	41	999	99	99	1.65	11.11	8.27	352	9999	999	24.3	999	99	99
2013	1	1	11	11	999	99	99	1.72	9.88	8.25	8	9999	999	24.3	999	99	99
2013	1	1	11	41	999	99	99	1.6	10.53	8.19	1	9999	999	24.3	999	99	99
2013	1	1	12	11	999	99	99	1.6	14.29	8.37	354	9999	999	24.3	999	99	99
2013	1	1	12	41	999	99	99	1.51	9.88	8.23	354	9999	999	24.3	999	99	99
2013	1	1	13	11	999	99	99	1.68	9.88	8.25	37	9999	999	24.3	999	99	99
2013	1	1	13	41	999	99	99	1.68	10.53	8	12	9999	999	24.3	999	99	99
2013	1	1	14	11	999	99	99	1.5	10.53	7.31	6	9999	999	24.3	999	99	99
2013	1	1	14	41	999	99	99	1.67	9.88	7.28	1	9999	999	24.3	999	99	99
2013	1	1	15	11	999	99	99	1.62	11.11	7.08	356	9999	999	24.3	999	99	99
2013	1	1	15	41	999	99	99	1.67	9.88	7.3	23	9999	999	24.3	999	99	99
2013	1	1	16	11	999	99	99	1.84	9.09	7.57	48	9999	999	24.3	999	99	99
2013	1	1	16	41	999	99	99	1.74	9.88	7.17	40	9999	999	24.3	999	99	99
2013	1	1	17	11	999	99	99	1.74	11.11	6.93	359	9999	999	24.3	999	99	99
2013	1	1	17	41	999	99	99	1.77	9.09	6.83	30	9999	999	24.3	999	99	99
2013	1	1	18	11	999	99	99	1.79	10.53	6.58	17	9999	999	24.3	999	99	99
2013	1	1	18	41	999	99	99	1.76	9.88	6.48	44	9999	999	24.3	999	99	99
2013	1	1	19	11	999	99	99	1.87	13.33	6.16	337	9999	999	24.3	999	99	99
2013	1	1	19	41	999	99	99	2.05	9.88	5.99	26	9999	999	24.3	999	99	99
2013	1	1	20	11	999	99	99	2.1	10.53	5.74	6	9999	999	24.3	999	99	99
2013	1	1	20	41	999	99	99	2.2	9.88	5.9	29	9999	999	24.3	999	99	99
2013	1	1	21	11	999	99	99	2.33	9.88	5.99	46	9999	999	24.3	999	99	99
2013	1	1	21	41	999	99	99	2.46	13.33	6.14	348	9999	999	24.3	999	99	99
2013	1	1	22	11	999	99	99	2.53	12.5	6.26	345	9999	999	24.3	999	99	99
2013	1	1	22	41	999	99	99	2.41	5.56	6.21	24	9999	999	24.3	999	99	99
2013	1	1	23	11	999	99	99	2.48	7.14	6.28	355	9999	999	24.3	999	99	99
2013	1	1	23	41	999	99	99	2.6	9.88	6.44	358	9999	999	24.3	999	99	99
2013	1	2	0	11	999	99	99	2.59	9.88	6.37	27	9999	999	24.3	999	99	99
2013	1	2	0	41	999	99	99	2.59	7.69	6.46	355	9999	999	24.3	999	99	99
2013	1	2	1	11	999	99	99	2.51	7.14	6.31	16	9999	999	24.3	999	99	99
2013	1	2	1	41	999	99	99	2.58	9.88	6.4	23	9999	999	24.3	999	99	99
2013	1	2	2	11	999	99	99	2.65	9.88	6.48	5	9999	999	24.3	999	99	99
2013	1	2	2	41	999	99	99	2.77	7.14	6.5	5	9999	999	24.3	999	99	99
2013	1	2	3	11	999	99	99	2.55	9.88	6.38	354	9999	999	24.3	999	99	99
2013	1	2	3	41	999	99	99	2.6	9.09	6.29	8	9999	999	24.3	999	99	99
2013	1	2	4	11	999	99	99	2.6	9.09	6.34	16	9999	999	24.3	999	99	99
2013	1	2	4	41	999	99	99	2.63	6.67	6.29	16	9999	999	24.3	999	99	99
2013	1	2	5	11	999	99	99	2.67	9.09	6.36	1	9999	999	24.3	999	99	99
2013	1	2	5	41	999	99	99	2.67	6.67	6.34	20	9999	999	24.3	999	99	99
2013	1	2	6	11	999	99	99	2.63	10.53	6.34	351	9999	999	24.3	999	99	99
2013	1	2	6	41	999	99	99	2.64	5.88	6.18	40	9999	999	24.3	999	99	99
2013	1	2	7	11	999	99	99	2.51	9.09	6.37	8	9999	999	24.3	999	99	99
2013	1	2	7	41	999	99	99	2.65	10.53	6.5	351	9999	999	24.3	999	99	99
2013	1	2	8	11	999	99	99	2.65	6.67	6.2	33	9999	999	24.3	999	99	99
2013	1	2	8	41	999	99	99	2.56	6.67	6.4	30	9999	999	24.3	999	99	99
2013	1	2	9	11	999	99	99	2.62	6.67	6.44	33	9999	999	24.3	999	99	99
2013	1	2	9	41	999	99	99	2.63	9.88	6.5	8	9999	999	24.3	999	99	99
2013	1	2	10	11	999	99	99	2.56	6.67	6.41	50	9999	999	24.3	999	99	99
2013	1	2	10	41	999	99	99	2.5	8.33	6.44	10	9999	999	24.3	999	99	99
2013	1	2	11	11	999	99	99	2.74	9.88	6.68	358	9999	999	24.3	999	99	99
2013	1	2	11	41	999	99	99	2.63	11.11	6.63	338	9999	999	24.3	999	99	99
2013	1	2	12	11	999	99	99	2.69	13.33	6.69	344	9999	999	24.3	999	99	99
2013	1	2	12	41	999	99	99	2.73	11.76	6.8	347	9999	999	24.3	999	99	99
2013	1	2	13	11	999	99	99	2.64	7.14	6.68	46	9999	999	24.3	999	99	99
2013	1	2	13	41	999	99	99	2.66	11.11	6.68	352	9999	999	24.3	999	99	99
2013	1	2	14	11	999	99	99	2.7	12.5	6.91	345	9999	999	24.3	999	99	99
