"","X.x","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X.y","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category","timepoint","count","mean","sd","se","mirna_zscore","mrna_mean_zscore","mrna_sd_zscore","mrna_se_zscore"
"1",3,"Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___TS.g13270.t1",0.787973868174793,0.0202005170370303,0.132913621019959,149,-22.28,"2 14","156 173",12,"83.33%","83.33%","V59","V59","lightgreen",0.212546626551134,0.44936018753048,0.338114424739584,0.334295254776434,-0.136469770932376,-0.247968278594938,-0.411772476383193,-0.514446971480012,0.259470900711092,0.0127330529748022,0.0676271278524193,0.0709877506584551,0.472085930544365,0.186430357911556,0.0237656274368556,0.0036318597900901,"Maternal","1_hpf",32615.03,7.21787317897241,0.205319786994529,0.102659893497264,0.239432211319614,-0.451763086814536,-0.51309145729569,-0.51309145729569
"2",3,"Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___TS.g13270.t1",0.787973868174793,0.0202005170370303,0.132913621019959,149,-22.28,"2 14","156 173",12,"83.33%","83.33%","V59","V59","lightgreen",0.212546626551134,0.44936018753048,0.338114424739584,0.334295254776434,-0.136469770932376,-0.247968278594938,-0.411772476383193,-0.514446971480012,0.259470900711092,0.0127330529748022,0.0676271278524193,0.0709877506584551,0.472085930544365,0.186430357911556,0.0237656274368556,0.0036318597900901,"Maternal","4_hpf",20076.15,7.58514266091305,0.462708148602161,0.231354074301081,-0.0347872403204023,-0.265320822046201,0.43828103601475,0.43828103601475
"3",3,"Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___TS.g13270.t1",0.787973868174793,0.0202005170370303,0.132913621019959,149,-22.28,"2 14","156 173",12,"83.33%","83.33%","V59","V59","lightgreen",0.212546626551134,0.44936018753048,0.338114424739584,0.334295254776434,-0.136469770932376,-0.247968278594938,-0.411772476383193,-0.514446971480012,0.259470900711092,0.0127330529748022,0.0676271278524193,0.0709877506584551,0.472085930544365,0.186430357911556,0.0237656274368556,0.0036318597900901,"Maternal","9_hpf",21432.05,7.45758250668591,0.139525464165674,0.0697627320828369,-0.00513434034219866,-0.330076009225489,-0.756283917764359,-0.756283917764359
"4",3,"Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___TS.g13270.t1",0.787973868174793,0.0202005170370303,0.132913621019959,149,-22.28,"2 14","156 173",12,"83.33%","83.33%","V59","V59","lightgreen",0.212546626551134,0.44936018753048,0.338114424739584,0.334295254776434,-0.136469770932376,-0.247968278594938,-0.411772476383193,-0.514446971480012,0.259470900711092,0.0127330529748022,0.0676271278524193,0.0709877506584551,0.472085930544365,0.186430357911556,0.0237656274368556,0.0036318597900901,"Maternal","14_hpf",14430.51,7.45349272504537,0.176879397366768,0.088439698683384,-0.158254751370587,-0.332152163626996,-0.618214331624133,-0.618214331624133
"5",3,"Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___TS.g13270.t1",0.787973868174793,0.0202005170370303,0.132913621019959,149,-22.28,"2 14","156 173",12,"83.33%","83.33%","V59","V59","lightgreen",0.212546626551134,0.44936018753048,0.338114424739584,0.334295254776434,-0.136469770932376,-0.247968278594938,-0.411772476383193,-0.514446971480012,0.259470900711092,0.0127330529748022,0.0676271278524193,0.0709877506584551,0.472085930544365,0.186430357911556,0.0237656274368556,0.0036318597900901,"Maternal","22_hpf",15613.27,6.47787206788089,0.405005117346589,0.202502558673294,-0.132388342359436,-0.827420444332983,0.224996035969292,0.224996035969292
"6",3,"Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___TS.g13270.t1",0.787973868174793,0.0202005170370303,0.132913621019959,149,-22.28,"2 14","156 173",12,"83.33%","83.33%","V59","V59","lightgreen",0.212546626551134,0.44936018753048,0.338114424739584,0.334295254776434,-0.136469770932376,-0.247968278594938,-0.411772476383193,-0.514446971480012,0.259470900711092,0.0127330529748022,0.0676271278524193,0.0709877506584551,0.472085930544365,0.186430357911556,0.0237656274368556,0.0036318597900901,"Maternal","28_hpf",7470.34,6.31429633161988,0.544917584002571,0.272458792001286,-0.310470419813167,-0.910458737001636,0.742147904905111,0.742147904905111
"7",3,"Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___TS.g13270.t1",0.787973868174793,0.0202005170370303,0.132913621019959,149,-22.28,"2 14","156 173",12,"83.33%","83.33%","V59","V59","lightgreen",0.212546626551134,0.44936018753048,0.338114424739584,0.334295254776434,-0.136469770932376,-0.247968278594938,-0.411772476383193,-0.514446971480012,0.259470900711092,0.0127330529748022,0.0676271278524193,0.0709877506584551,0.472085930544365,0.186430357911556,0.0237656274368556,0.0036318597900901,"Maternal","48_hpf",5847.95,5.77587691115165,0.791375691384971,0.395687845692486,-0.345951331676607,-1.18378429516379,1.65311941368841,1.65311941368841
"8",3,"Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___TS.g13270.t1",0.787973868174793,0.0202005170370303,0.132913621019959,149,-22.28,"2 14","156 173",12,"83.33%","83.33%","V59","V59","lightgreen",0.212546626551134,0.44936018753048,0.338114424739584,0.334295254776434,-0.136469770932376,-0.247968278594938,-0.411772476383193,-0.514446971480012,0.259470900711092,0.0127330529748022,0.0676271278524193,0.0709877506584551,0.472085930544365,0.186430357911556,0.0237656274368556,0.0036318597900901,"Maternal","72_hpf",2408.48,5.53072855703638,0.423544330892703,0.211772165446351,-0.421170934809605,-1.30823246358762,0.293521658904287,0.293521658904287
"9",8,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g22268.t4",-0.712590711999801,0.0472944381361324,0.194870560131077,160,-22.92,"2 23","762 791",27,"66.67%","74.07%","V103","V103","midnightblue",0.331952975703211,0.372523334788838,0.113693531711949,-0.392980399841801,-0.209294426297264,-0.298480601567937,-0.06679435006729,0.158078282756616,0.0731119216390639,0.0426291070531536,0.549700150763236,0.0316931472309298,0.26700260387131,0.109123869322415,0.725817700307199,0.404109470416941,"Maternal","1_hpf",1164.82,7.53826390852751,0.0736846555342351,0.0368423277671176,-0.448369198388698,-0.289118554213032,-0.999648201518399,-0.999648201518399
"10",8,"Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g22268.t4",-0.712590711999801,0.0472944381361324,0.194870560131077,160,-22.92,"2 23","762 791",27,"66.67%","74.07%","V103","V103","midnightblue",0.331952975703211,0.372523334788838,0.113693531711949,-0.392980399841801,-0.209294426297264,-0.298480601567937,-0.06679435006729,0.158078282756616,0.0731119216390639,0.0426291070531536,0.549700150763236,0.0316931472309298,0.26700260387131,0.109123869322415,0.725817700307199,0.404109470416941,"Maternal","4_hpf",1384.56,7.48817757197738,0.520810817529005,0.260405408764503,-0.443563587177539,-0.314544598247541,0.653043197985338,0.653043197985338
